description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Reliquary ( 60pts) + Superior Protector Shield = Unique Protector Shield	1				100	15	368	60		2	Urq	"pa8,hiq"						useitem				relipts			-60	-60																					"pa8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Gilded Shield = Unique Gilded Shield	1				100	15	368	60		2	Urq	"pa9,hiq"						useitem				relipts			-60	-60																					"pa9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Royal Shield = Unique Royal Shield	1				100	15	368	60		2	Urq	"paa,hiq"						useitem				relipts			-60	-60																					"paa,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Mummified Trophy = Unique Mummified Trophy	1				100	15	368	60		2	Urq	"ne6,hiq"						useitem				relipts			-60	-60																					"ne6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Fetish Trophy = Unique Fetish Trophy	1				100	15	368	60		2	Urq	"ne7,hiq"						useitem				relipts			-60	-60																					"ne7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sexton Trophy = Unique Sexton Trophy	1				100	15	368	60		2	Urq	"ne8,hiq"						useitem				relipts			-60	-60																					"ne8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cantor Trophy = Unique Cantor Trophy	1				100	15	368	60		2	Urq	"ne9,hiq"						useitem				relipts			-60	-60																					"ne9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Heirophant Trophy = Unique Heirophant Trophy	1				100	15	368	60		2	Urq	"nea,hiq"						useitem				relipts			-60	-60																					"nea,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Blood Spirit = Unique Blood Spirit	1				100	15	368	90		2	Urq	"drb,hiq"						useitem				relipts			-60	-60																					"drb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Sun Spirit = Unique Sun Spirit	1				100	15	368	90		2	Urq	"drc,hiq"						useitem				relipts			-90	-90																					"drc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Earth Spirit = Unique Earth Spirit	1				100	15	368	90		2	Urq	"drd,hiq"						useitem				relipts			-90	-90																					"drd,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Sky Spirit = Unique Sky Spirit	1				100	15	368	90		2	Urq	"dre,hiq"						useitem				relipts			-90	-90																					"dre,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Dream Spirit = Unique Dream Spirit	1				100	15	368	90		2	Urq	"drf,hiq"						useitem				relipts			-90	-90																					"drf,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Carnage Helm = Unique Carnage Helm	1				100	15	368	90		2	Urq	"bab,hiq"						useitem				relipts			-90	-90																					"bab,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Fury Visor = Unique Fury Visor	1				100	15	368	90		2	Urq	"bac,hiq"						useitem				relipts			-90	-90																					"bac,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Destroyer Helm = Unique Destroyer Helm	1				100	15	368	90		2	Urq	"bad,hiq"						useitem				relipts			-90	-90																					"bad,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Conqueror Crown = Unique Conqueror Crown	1				100	15	368	90		2	Urq	"bae,hiq"						useitem				relipts			-90	-90																					"bae,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Guardian Crown = Unique Guardian Crown	1				100	15	368	90		2	Urq	"baf,hiq"						useitem				relipts			-90	-90																					"baf,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Sacred Targe = Unique Sacred Targe	1				100	15	368	90		2	Urq	"pab,hiq"						useitem				relipts			-90	-90																					"pab,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Sacred Rondache = Unique Sacred Rondache	1				100	15	368	90		2	Urq	"pac,hiq"						useitem				relipts			-90	-90																					"pac,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ancient Shield = Unique Ancient Shield	1				100	15	368	90		2	Urq	"pad,hiq"						useitem				relipts			-90	-90																					"pad,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Zakarum Shield = Unique Zakarum Shield	1				100	15	368	90		2	Urq	"pae,hiq"						useitem				relipts			-90	-90																					"pae,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Vortex Shield = Unique Vortex Shield	1				100	15	368	90		2	Urq	"paf,hiq"						useitem				relipts			-90	-90																					"paf,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Minion Skull = Unique Minion Skull	1				100	15	368	90		2	Urq	"neb,hiq"						useitem				relipts			-90	-90																					"neb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hellspawn Skull = Unique Hellspawn Skull	1				100	15	368	90		2	Urq	"neg,hiq"						useitem				relipts			-90	-90																					"neg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Overseer Skull = Unique Overseer Skull	1				100	15	368	90		2	Urq	"ned,hiq"						useitem				relipts			-90	-90																					"ned,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Succubus Skull = Unique Succubus Skull	1				100	15	368	90		2	Urq	"nee,hiq"						useitem				relipts			-90	-90																					"nee,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Bloodlord Skull = Unique Bloodlord Skull	1				100	15	368	90		2	Urq	"nef,hiq"						useitem				relipts			-90	-90																					"nef,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Old Book = Unique Old Book	1				100	15	368	90		2	Urq	"wa1,hiq"						useitem				relipts			-90	-90																					"wa1,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Tome = Unique Tome	1				100	15	368	90		2	Urq	"wa2,hiq"						useitem				relipts			-90	-90																					"wa2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Codex = Unique Codex	1				100	15	368	30		2	Urq	"wa3,hiq"						useitem				relipts			-90	-90																					"wa3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Compendium = Unique Compendium	1				100	15	368	30		2	Urq	"wa4,hiq"						useitem				relipts			-30	-30																					"wa4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Grimoire  = Unique Grimoire 	1				100	15	368	30		2	Urq	"wa5,hiq"						useitem				relipts			-30	-30																					"wa5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Burnt Text = Unique Burnt Text	1				100	15	368	30		2	Urq	"wa6,hiq"						useitem				relipts			-30	-30																					"wa6,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Dark Tome = Unique Dark Tome	1				100	15	368	30		2	Urq	"wa7,hiq"						useitem				relipts			-30	-30																					"wa7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Dark Codex = Unique Dark Codex	1				100	15	368	60		2	Urq	"wa8,hiq"						useitem				relipts			-30	-30																					"wa8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Possessed Compendium = Unique Possessed Compendium	1				100	15	368	60		2	Urq	"wa9,hiq"						useitem				relipts			-60	-60																					"wa9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Possessed Grimoire  = Unique Possessed Grimoire 	1				100	15	368	60		2	Urq	"waa,hiq"						useitem				relipts			-60	-60																					"waa,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Forgotten Volume = Unique Forgotten Volume	1				100	15	368	60		2	Urq	"wab,hiq"						useitem				relipts			-60	-60																					"wab,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Occult Tome = Unique Occult Tome	1				100	15	368	60		2	Urq	"wac,hiq"						useitem				relipts			-60	-60																					"wac,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Occult Codex = Unique Occult Codex	1				100	15	368	90		2	Urq	"wad,hiq"						useitem				relipts			-60	-60																					"wad,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Blasphemous Compendium = Unique Blasphemous Compendium	1				100	15	368	90		2	Urq	"wae,hiq"						useitem				relipts			-90	-90																					"wae,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Blasphemous Grimoire  = Unique Blasphemous Grimoire 	1				100	15	368	90		2	Urq	"waf,hiq"						useitem				relipts			-90	-90																					"waf,uni"																																																										0
Unique Reliquary (40pt) + Rare Ring = Unique Ring (ilvl 50 max)	1				100	15	368	40		2	Urq	"ring,rar"						useitem				relipts			-40	-40																					"ring,uni"	50																																																									0
Unique Reliquary (40pt) + Rare Amulet = Unique Amulet  (ilvl 50 max)	1				100	15	368	40		2	Urq	"amul,rar"						useitem				relipts			-40	-40																					"amul,uni"	50																																																									0
Unique Reliquary (50pt) + 2xRare Ring = Unique Ring (ilv 100 max)	1				100	15	368	50		3	Urq	"ring,rar,qty=2"						useitem				relipts			-50	-50																					"ring,uni"	100																																																									0
Unique Reliquary (50pt) + 2 x Rare Amulet = Unique Amulet  (ilvl 100 max)	1				100	15	368	50		3	Urq	"amul,rar,qty=2"						useitem				relipts			-50	-50																					"amul,uni"	100																																																									0
